repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
pgandhi999/spark,b3af917e76997faca9bd3ed3c5cb4dafd6fac1f3,"[SPARK-25893][SQL] Show a directional error message for unsupported Hive Metastore versions

## What changes were proposed in this pull request?

When `spark.sql.hive.metastore.version` is misconfigured, we had better give a directional error message.

**BEFORE**
```scala
scala> sql(""show databases"").show
scala.MatchError: 2.4 (of class java.lang.String)
```

**AFTER**
```scala
scala> sql(""show databases"").show
java.lang.UnsupportedOperationException: Unsupported Hive Metastore version (2.4).
Please set spark.sql.hive.metastore.version with a valid version.
```

## How was this patch tested?

Manual.

Closes #22902 from dongjoon-hyun/SPARK-25893.

Authored-by: Dongjoon Hyun <6ff48b33cbb828151035af58a92f18a39f1d1036@apache.org>
Signed-off-by: Dongjoon Hyun <6ff48b33cbb828151035af58a92f18a39f1d1036@apache.org>
",show,,,,TRUE,
mzazrivec/manageiq,118b7ec52fb9336d7b7af59115da6442fd4db1a2,"Don't pass empty lists of certificates to the oVirt SDK

The oVirt SDK accepts lists of trusted CA certificates. But when an
empty list, or a list containing just 'nil' elements is passed, the
result is that no certificate is trusted, not even the system default
trusted certificate. To avoid that this patch changes the oVirt provider
so that it passes 'nil' instead of empty lists.

Signed-off-by: Juan Hernandez <59e5b8140de97cc91c3fb6c5342dce948469af8c@redhat.com>
",to avoid,,,,,TRUE
boundlessgeo/QGIS,c5566e72c0c9781e932a7511efb64537dc1f654e,"If composer map is set to use project CRS, update cached render
when project CRS changes

This should prevent one of the most common confusions with
composer maps - users inserting multiple maps, with apparently
different CRS due to outdated cache renders, and getting confused
because outputs from composer look different to the composer view....
",,,,,,
MikeSpreitzer/kubernetes,411c32bc98cff616d80575819258a62f5df8bc86,"Merge pull request #27520 from olegshaldybin/format-apiserver-options

Automatic merge from submit-queue

Format apiserver options

Trivial change, code formatting only: it was hard to read long lines, and my editor was really slow when scrolling through them.",,,,,,
ganga-devs/ganga,ec45487da120f0b7e95ccc774cf88fd5c6f0dc59,"Attempt to stop ShareDir making excess folders (#696)

* Fix to reduce the number of folders which are created by the ShareDir. Folders are now generated when the name attribute is requested and not before.",,,,,,
wikimedia/phabricator-phabricator,3dda0c82f9f45958d81f8fd964949e88dd64e376,"Undocument running multiple/dedicated pull daemons

Summary: In modern Phabricator, we should pretty much handle this automatically, and this advice is no longer very reasonable. See <https://github.com/phacility/phabricator/issues/660>

Test Plan: Read documentation.

Reviewers: chad, joshuaspence

Reviewed By: joshuaspence

Subscribers: epriestley

Differential Revision: https://secure.phabricator.com/D9738
",,,,,,
brummer-simon/RIOT,0b664453dc19dea31b8045884e46cbf02a8c2704,"hifive1/flasher.sh: get flash file from cli

Get FLASH_FILE from command line instead of environment variable.

The documentation was claiming ELFFILE was given as a command line argument
already, but is was not.

This is the same change as with `openocd.sh`.
",,,,,,
ExcessiveUseOfCobblestone/tgstation,a140fb671c1b12ea0a755ac068ce62c29173aec4,"Fixes #630 - The null-sound used to stop currently playing music was being used when turning sounds *on* rather than *off*. Sounds can now be stopped properly without triple-clicking the verb.

Modified   code/modules/client/preferences_toggles.dm
",,,,,,
MikeMcQuaid/brew,97acbe8f66648ca5939c92e61c90ab21ee4c8cb2,"Actually cache Xcode.version

The short-circuit returns would cause the caching ||= syntax to be skipped. For me on my CLT-less install, this was noticeably slowing down brew for some operations due to the frequent calls to xcodebuild.
",,,,,,
jwren/intellij-community,65f0026a16958ad094aae65131170babf66becc1,"Subversion: native client invocation: SvnCommandLineInfoClient - additional checks when looking for base directory for command execution (when running tree conflict tests, it's possible that directory becomes a file)
",,,,,,
mahak/neutron,252fe2b8e563db9c5bb103585affaab199ec7136,"wsgi: remove explicit monkey_patch() call

All module consumers already monkey_patch() stdlib thru dummy entry
points located in neutron/cmd/eventlet/... There is no need to patch it
here.

Change-Id: I8c747f166aeb903ee8e69b3076c447f4fd9bc495
",,,,,,
openstack/octavia,84bc772afc08c9f95ba2c40f02f0bebff8723ef4,"Fix a typo in the test HTTP server

The test HTTP server code we use for testing had a typo where the the cookie
inserted was ""JESSIONID"" instead of ""JSESSIONID"". This led to confusion
and failing tempest tests. This patch changes it to ""JSESSIONID"" to avoid
confusion.

Change-Id: I5d1f5fb82c6bd399446f2ad9788541bb8871c781
",,,,,,
stewart-ibm/skiboot,832cac15956cc9af32d0196da0dc82e7aeef9e19,"mambo: Merge PMEM_DISK and PMEM_VOLATILE code

PMEM_VOLATILE and PMEM_DISK can't be used together and are basically
copies of the same code.

This merges the two and allows them used together.  Same API is kept.

Signed-off-by: Michael Neuling <7b0ab45a730e48a69239010b5b8fe5fa4e8eaac6@neuling.org>
Signed-off-by: Stewart Smith <ec31ab75ddf977353c8f660f92ea8b23f64aef25@linux.ibm.com>
",,,,,,
jengelh/systemd,94831eaeec479b5f32e7941b355857dd95a58b51,"resolved: in the ResolveHostname() bus call, accept IP addresses with scope

When we get a literal IP address as string that includes a zone suffix, process
this properly and return the parsed ifindex back to the client, and include it
in the canonical name in case of a link-local IP address.
",,,,,,
mozilla/pdf.js,96abb4bbe7bfde35c92f268d5a3072282f8898f5,"[Regression] Ensure that ""Highlight All"" is propagated to all pages for 'findagain' events where the findbar was previously closed (PR 10100 follow-up)

**STR:**
1. Open the default viewer, with the `tracemonkey` file.
2. Open the findbar, and search for ""trace"".
3. Enable the ""Highlight All"" option.
4. Close the findbar.
5. Re-open the findbar, and click on the ""findNext"" button.
6. Scroll down to the *second* page of the document.

**ER:**
Since ""Highlight All"" is active, all matches on the *second* page should be highlighted.

**AR:**
No matches are highlighted on the *second* page.
",,,,,,
pgandhi999/spark,4b69a42eda3aff08eb7437c353fe2cc87ed67181,"[SPARK-11362] [SQL] Use Spark BitSet in BroadcastNestedLoopJoin

JIRA: https://issues.apache.org/jira/browse/SPARK-11362

We use scala.collection.mutable.BitSet in BroadcastNestedLoopJoin now. We should use Spark's BitSet.

Author: Liang-Chi Hsieh <viirya@appier.com>

Closes #9316 from viirya/use-spark-bitset.
",,,,,,
dart-lang/sdk,1e8bcc110493d8a14651f2ed4f3e16cf12f443f6,"Remove a garbage line from strong.status

Change-Id: I0e3d263e65bc18d39fc1a50204473b343e624823
Reviewed-on: https://dart-review.googlesource.com/22201
Reviewed-by: Konstantin Shcheglov <09e4d7516628963212bf4aace2f97603d2b706e4@google.com>
Commit-Queue: Paul Berry <72d414e3a99fb120308437779d51667bcc0984eb@google.com>
",,,,,,
ctam/moodle,7e5e076adfa368934c78cba19785fc7ba02ce7a6,"No need for forcetables hack any more.  Moodle can now detect whether
it has already been installed in the current database (by looking
for all the main tables) and do the right thing.  It doesn't matter now
if there are other tables in the database or not.
",,,,,,
masahir0y/buildroot-yamada,72135aa2c0046580d50265035501fd32fb141396,"package/qt5/qt5webkit: needs host gcc >= 4.8 for icu support

Signed-off-by: Bernd Kuhls <252225071f0557fd87dd8ce10cf4412555808d89@t-online.de>
Signed-off-by: Thomas Petazzoni <a5d87d2bd7c424ee5cbdb4e978635bf653d5a005@free-electrons.com>
",,,,,,
hammerandchisel/react-native,517abba6bbaa68dd1d654111fbbce7e65fc943a7,"Require `fbjs/lib/invariant` instead of `invariant`

Summary: `'invariant'` can only be resolved by chance if node modules have been installed with npm3 or yarn, as it is a transitive dependency of `babel-traverse`. This changes the import to the direct dependency `fbjs/lib/invariant`.

Reviewed By: jeanlauliac, astreet

Differential Revision: D4462471

fbshipit-source-id: 5c841845012ed22a7c6264d46326a47807948513
",,,,,,
semteacher/moodle,2e6825560947ad7b2da9bf39d44b4d548525976c,"MDL-65630 mod_quiz: Move logging in to the start of tests

The background is for set up, the scenario is for the test. Logging in
to start the test is the start of the test and the end of the background
itself.
",,,,,,
kow3ns/kubernetes,353633b877b90390975a9859c449b3bbb4357341,"Merge pull request #47904 from deads2k/log-01-supress

Automatic merge from submit-queue (batch tested with PRs 47484, 47904, 48034)

prioritize messages for long steps

This pull prioritizes the trace messages, so steps that are unusually large come out at the info level and all details come out a v(4) level.",,,,,,
gnustep/base,989e26e7c7a6d1819b96b4ef56ce3b7ad66eaa0e,"* Source/Additions/GSMime.m:
* Headers/Additions/GNUstepBase/GSMime.h
Added setDefaultEncoding:
This is needed in GSWeb if you use utf-8 and faster than using a
String as encoding name.


git-svn-id: 44db261f917212c93f4ad79cd10271304a04d572@20892 72102866-910b-0410-8b05-ffd578937521
",,,,,,
zhangmingld/kubernetes,54295026bf9c37e95b2d008ca7bbf88b3e2ac879,"Merge pull request #54175 from tallclair/fluentd

Automatic merge from submit-queue (batch tested with PRs 54336, 54470, 54334, 54175). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Update fluentd-gcp DaemonSet

- Use a dedicated service account to run the fluentd-gcp DS
- Use the certificates in the prometheus-to-sd image rather than mounting the host certs

This PR lets us create a more targeted PodSecurityPolicy for fluentd. (See https://github.com/kubernetes/kubernetes/pull/52367#discussion_r145433354)

```release-note
- fluentd-gcp runs with a dedicated fluentd-gcp service account
- Stop mounting the host certificates into fluentd's prometheus-to-sd container
```",,,,,,
arborh/tensorflow,16f46d932c4e25773003c580924f8c718f2ad9c1,"Move iron-component-page from dev-deps to deps in bower.json since it is used by tf-regex-group, tf-categorizer and tf-collapsable-pane components. Also make the version number exact instead of ^1.0.0, and make it match the version inside google.
Change: 114987970
",,,,,,
mono/msbuild,0349b1230d3ff1d3249608d396218b61d1837c9d,"Set LARGEADDRESSAWARE for x86 .exes (#1594)

Add logic to respect the `LargeAddressAware` property as was done in the VS repo.

Add that property to the `MSBuild.exe` project, which lost it in the GitHub migration.

Fixes #1580 by restoring behavior from v14 and prior builds.",,,,,,
EvilMcJerkface/alluxio,079dc40460fc624752f61423cb79b2e8423d68d2,"Limit noisy logs for ObjectStore UFS

Below log message generates a lot of noise in ObjectStore UFS. Changing
to debug.

pr-link: Alluxio/alluxio#8769
change-id: cid-0bef26d3450ee121510a0bfdfa7d4f6c20513cfe",,,,,,
mpdude/symfony,43aa20fcb6e5b92d898e06700d7933d9a158f135,"Merge branch '2.0' into 2.1

* 2.0:
  [ClassLoader] fixed unbracketed namespaces (closes #5747)

Conflicts:
	src/Symfony/Component/ClassLoader/ClassCollectionLoader.php
	tests/Symfony/Tests/Component/ClassLoader/ClassCollectionLoaderTest.php
",,,,,,
SvenDowideit/docker,2c72ff1dbfa83aa8f797bdfebaacb8a919677326,"graphdriver: promote overlay above vfs

It's about time to let folks not hit 'vfs', when 'overlay' is supported
on their kernel. Especially now that v3.18.y is a long-term kernel.

Signed-off-by: Vincent Batts <d01a4772f0cffd3f005a7d7f01c59cd104c7a5fe@redhat.com>
",,,,,,
bearstech/moby,7ffd2b0785529b0b71bec90c8468dc3cb4b37525,"Update PACKAGERS.md to explicitly talk about stripping, quoting Dave Cheney from Golang upstream (who is very, very adamant about not stripping Golang compiled binaries)

While there, remove the now-outdated section about `CGO_ENABLED=0`

Docker-DCO-1.1-Signed-off-by: Andrew Page <admwiggin@gmail.com> (github: tianon)
",,,,,,
aosp-mirror/platform_frameworks_support,a05412f3c3cd064d74911581f0a6164098f15f6f,"ActionBarCompat: Remove non-implemented APIs in BaseMenuPresenter

Call to itemView.jumpDrawablesToCurrentState() not allowed pre-HC,
as this is part of the Animation API.

Change-Id: I09c6f0a6f5db3090293378aaabe43fad193b3128
",,,,,,
EvilMcJerkface/presto,81eb77b7eb9f2eca45d6d099add5a120630d852d,"Change fill ratio to 0.75 for GroupByHash

The previous fill ratio of 0.9 caused queries with billions of groups
to slow to a crawl, with a majority of CPU time spent performing
linear probes. A fill ratio of 0.75 trades memory efficiency for a
significantly higher data ingest rate.
",,,,,,
JJRcop/tgstation,59c09088c09c830f3e8439c1e34fbfe330c4da89,"Viruses:
     Oh god, ALL viruses spread through blood contact! This is not good because robot nanites and alien embryo are ""SPECIAL"" contagions but are still VIRUSES, so they're spread through blood. This is not okay!


Metroids:
     Quick edit - they don't attack metroid men (this is a mutant race) anymore.

git-svn-id: af9c09e5e5bfa333f52f6fefeba857070ad34abf@1778 316c924e-a436-60f5-8080-3fe189b3f50e
",,,,,,
ghent360/lede-project,79741dc379178977a68672f8180f7d07796aae07,"lantiq: Register the device tree node with the PCIe controller

This allows specifying PCI devices as children of the PCIe controller
node to pass configuration data to them.

Signed-off-by: Martin Blumenstingl <d6551fe26e010d03a5698ebfdda3aed52f4942a2@googlemail.com>
",,,,,,
kddeisz/rails,73f3909bc262535fa9e99f7a39254ec7f32bdc0f,"Clarify severe security issues maintenance policy [ci skip]

It wasn't clear whether ""the last major release series"" meant the most
recent series in the last major version, or all series in that version.
",,,,,,
jtimon/bitcoin,b019ea17ec7cc37d098982b4f0f4636e424ab4b8,"Remove VC6 comment and pointless #ifdef'd benchmark code

We're in a wholly different world now, C++-compiler-wise.

Current std::stringstream implementations don't have the stated problem anymore,
and are just as fast as CDataStream.

The #ifdef'd block does not even compile anymore; CDataStream constructor changed,
and missing some std::. Also timing in whole seconds is also way too granular
to say anything sensible in such microbenchmarks. Just remove it,
it can always be found again in git history.
",,,,,,
